Type,Direction,Value,BaseNode,BaseMember
MEMBER,UNI GX,-1.35,,2698
MEMBER,UNI GX,-1.35,,2700
MEMBER,UNI GX,-1.35,,2702
MEMBER,UNI GX,-1.35,,2704
MEMBER,UNI GX,-1.35,,2706
MEMBER,UNI GX,-1.35,,2708
MEMBER,UNI GX,-1.35,,2876
MEMBER,UNI GX,-1.35,,2878
MEMBER,UNI GX,-1.35,,2880
MEMBER,UNI GX,-1.35,,2882
MEMBER,UNI GX,-1.35,,2884
MEMBER,UNI GX,-1.35,,2886
MEMBER,UNI GX,-1.35,,8241
MEMBER,UNI GX,-1.35,,8243
MEMBER,UNI GX,-1.35,,8245
MEMBER,UNI GX,-1.35,,8247
MEMBER,UNI GX,-1.35,,8249
MEMBER,UNI GX,-1.35,,8251
MEMBER,UNI GX,-1.35,,8400
MEMBER,UNI GX,-1.35,,8402
MEMBER,UNI GX,-1.35,,8404
MEMBER,UNI GX,-1.35,,8406
MEMBER,UNI GX,-1.35,,8408
MEMBER,UNI GX,-1.35,,8410
MEMBER,UNI GX,-1.35,,8482
MEMBER,UNI GX,-1.35,,8505
MEMBER,UNI GX,-1.35,,8514
MEMBER,UNI GX,-1.35,,8544
MEMBER,UNI GX,-1.35,,8553
MEMBER,UNI GX,-1.35,,8576
MEMBER,UNI GX,-1.35,,8648
MEMBER,UNI GX,-1.35,,8650
MEMBER,UNI GX,-1.35,,8652
MEMBER,UNI GX,-1.35,,8654
MEMBER,UNI GX,-1.35,,8656
MEMBER,UNI GX,-1.35,,8658
MEMBER,UNI GX,-1.35,,8751
MEMBER,UNI GX,-1.35,,8753
MEMBER,UNI GX,-1.35,,8755
MEMBER,UNI GX,-1.35,,8757
MEMBER,UNI GX,-1.35,,8759
MEMBER,UNI GX,-1.35,,8761
MEMBER,UNI GX,-0.67,,849
MEMBER,UNI GX,-0.67,,927
MEMBER,UNI GX,-0.67,,978
MEMBER,UNI GX,-0.67,,1022
MEMBER,UNI GX,-0.67,,1073
MEMBER,UNI GX,-0.67,,1151
MEMBER,UNI GX,-0.67,,3048
MEMBER,UNI GX,-0.67,,3050
MEMBER,UNI GX,-0.67,,3052
MEMBER,UNI GX,-0.67,,3054
MEMBER,UNI GX,-0.67,,3056
MEMBER,UNI GX,-0.67,,3058
MEMBER,UNI GX,-0.67,,7313
MEMBER,UNI GX,-0.67,,7390
MEMBER,UNI GX,-0.67,,7440
MEMBER,UNI GX,-0.67,,7482
MEMBER,UNI GX,-0.67,,7532
MEMBER,UNI GX,-0.67,,7609
MEMBER,UNI GX,-0.67,,8854
MEMBER,UNI GX,-0.67,,8856
MEMBER,UNI GX,-0.67,,8858
MEMBER,UNI GX,-0.67,,8860
MEMBER,UNI GX,-0.67,,8862
MEMBER,UNI GX,-0.67,,8864
MEMBER,UNI GX,-4.9,,3078
MEMBER,UNI GX,-4.9,,3085
MEMBER,UNI GX,-4.9,,3092
MEMBER,UNI GX,-4.9,,3099
MEMBER,UNI GX,-4.9,,3106
MEMBER,UNI GX,-4.9,,3113
MEMBER,UNI GX,-4.9,,8884
MEMBER,UNI GX,-4.9,,8891
MEMBER,UNI GX,-4.9,,8898
MEMBER,UNI GX,-4.9,,8905
MEMBER,UNI GX,-4.9,,8912
MEMBER,UNI GX,-4.9,,8919
MEMBER,UNI GX,-3.73,,3072
MEMBER,UNI GX,-3.73,,3079
MEMBER,UNI GX,-3.73,,3086
MEMBER,UNI GX,-3.73,,3093
MEMBER,UNI GX,-3.73,,3100
MEMBER,UNI GX,-3.73,,3107
MEMBER,UNI GX,-3.73,,8878
MEMBER,UNI GX,-3.73,,8885
MEMBER,UNI GX,-3.73,,8892
MEMBER,UNI GX,-3.73,,8899
MEMBER,UNI GX,-3.73,,8906
MEMBER,UNI GX,-3.73,,8913
MEMBER,UNI GY,2.16,,9315
MEMBER,UNI GY,2.16,,9316
MEMBER,UNI GY,2.16,,9317
MEMBER,UNI GY,2.16,,9318
MEMBER,UNI GY,2.16,,9319
MEMBER,UNI GY,2.16,,9320
MEMBER,UNI GY,2.16,,9321
MEMBER,UNI GY,2.16,,9322
MEMBER,UNI GY,2.16,,9357
MEMBER,UNI GY,2.16,,9358
MEMBER,UNI GY,2.16,,9359
MEMBER,UNI GY,2.16,,9360
MEMBER,UNI GY,2.16,,9361
MEMBER,UNI GY,2.16,,9362
MEMBER,UNI GY,2.16,,9363
MEMBER,UNI GY,2.16,,9364
MEMBER,UNI GY,2.16,,9421
MEMBER,UNI GY,2.16,,9427
MEMBER,UNI GY,2.16,,9442
MEMBER,UNI GY,2.16,,9443
MEMBER,UNI GY,2.16,,9444
MEMBER,UNI GY,2.16,,9445
MEMBER,UNI GY,2.16,,9446
MEMBER,UNI GY,2.16,,9447
MEMBER,UNI GY,2.16,,9478
MEMBER,UNI GY,2.16,,9479
MEMBER,UNI GY,2.16,,9480
MEMBER,UNI GY,2.16,,9481
MEMBER,UNI GY,2.16,,9482
MEMBER,UNI GY,2.16,,9483
MEMBER,UNI GY,2.16,,9540
MEMBER,UNI GY,2.16,,9541
MEMBER,UNI GY,2.16,,9542
MEMBER,UNI GY,2.16,,9543
MEMBER,UNI GY,2.16,,9544
MEMBER,UNI GY,2.16,,9545
MEMBER,UNI GY,2.16,,9575
MEMBER,UNI GY,2.16,,9576
MEMBER,UNI GY,2.16,,9577
MEMBER,UNI GY,2.16,,9578
MEMBER,UNI GY,2.16,,9579
MEMBER,UNI GY,2.16,,9580
MEMBER,UNI GY,2.16,,9625
MEMBER,UNI GY,2.16,,9626
MEMBER,UNI GY,2.16,,9627
MEMBER,UNI GY,2.16,,9628
MEMBER,UNI GY,2.16,,9629
MEMBER,UNI GY,2.16,,9649
MEMBER,UNI GY,2.16,,9650
MEMBER,UNI GY,2.16,,9651
MEMBER,UNI GY,2.16,,9652
MEMBER,UNI GY,2.16,,9653
MEMBER,UNI GY,2.16,,9684
MEMBER,UNI GY,2.16,,9685
MEMBER,UNI GY,2.16,,9686
MEMBER,UNI GY,2.16,,9687
MEMBER,UNI GY,2.16,,9688
MEMBER,UNI GY,2.16,,9708
MEMBER,UNI GY,2.16,,9709
MEMBER,UNI GY,2.16,,9710
MEMBER,UNI GY,2.16,,9711
MEMBER,UNI GY,2.16,,9712
MEMBER,UNI GY,1.08,,7683
MEMBER,UNI GY,1.08,,7684
MEMBER,UNI GY,1.08,,7685
MEMBER,UNI GY,1.08,,7686
MEMBER,UNI GY,1.08,,7687
MEMBER,UNI GY,1.08,,7688
MEMBER,UNI GY,1.08,,7689
MEMBER,UNI GY,1.08,,7690
MEMBER,UNI GY,1.08,,7691
MEMBER,UNI GY,1.08,,7692
MEMBER,UNI GY,1.08,,7693
MEMBER,UNI GY,1.08,,7694
MEMBER,UNI GY,1.08,,7695
MEMBER,UNI GY,1.08,,7756
MEMBER,UNI GY,1.08,,7757
MEMBER,UNI GY,1.08,,7758
MEMBER,UNI GY,1.08,,7759
MEMBER,UNI GY,1.08,,7760
MEMBER,UNI GY,1.08,,7761
MEMBER,UNI GY,1.08,,7762
MEMBER,UNI GY,1.08,,7763
MEMBER,UNI GY,1.08,,7764
MEMBER,UNI GY,1.08,,7765
MEMBER,UNI GY,1.08,,7766
MEMBER,UNI GY,1.08,,7767
MEMBER,UNI GY,1.08,,7768
MEMBER,UNI GY,1.08,,8982
MEMBER,UNI GY,1.08,,8983
MEMBER,UNI GY,1.08,,8984
MEMBER,UNI GY,1.08,,8985
MEMBER,UNI GY,1.08,,8986
MEMBER,UNI GY,1.08,,8987
MEMBER,UNI GY,1.08,,8988
MEMBER,UNI GY,1.08,,8989
MEMBER,UNI GY,1.08,,8990
MEMBER,UNI GY,1.08,,8991
MEMBER,UNI GY,1.08,,9042
MEMBER,UNI GY,1.08,,9043
MEMBER,UNI GY,1.08,,9044
MEMBER,UNI GY,1.08,,9045
MEMBER,UNI GY,1.08,,9046
MEMBER,UNI GY,1.08,,9047
MEMBER,UNI GY,1.08,,9048
MEMBER,UNI GY,1.08,,9049
MEMBER,UNI GY,1.08,,9050
MEMBER,UNI GY,1.08,,9051
MEMBER,UNI GY,1.08,,9743
MEMBER,UNI GY,1.08,,9744
MEMBER,UNI GY,1.08,,9745
MEMBER,UNI GY,1.08,,9746
MEMBER,UNI GY,1.08,,9761
MEMBER,UNI GY,1.08,,9762
MEMBER,UNI GY,1.08,,9763
MEMBER,UNI GY,1.08,,9764
MEMBER,UNI GY,-2.16,,1860
MEMBER,UNI GY,-2.16,,1861
MEMBER,UNI GY,-2.16,,1862
MEMBER,UNI GY,-2.16,,1863
MEMBER,UNI GY,-2.16,,1864
MEMBER,UNI GY,-2.16,,1865
MEMBER,UNI GY,-2.16,,1866
MEMBER,UNI GY,-2.16,,1867
MEMBER,UNI GY,-2.16,,1902
MEMBER,UNI GY,-2.16,,1903
MEMBER,UNI GY,-2.16,,1904
MEMBER,UNI GY,-2.16,,1905
MEMBER,UNI GY,-2.16,,1906
MEMBER,UNI GY,-2.16,,1907
MEMBER,UNI GY,-2.16,,1908
MEMBER,UNI GY,-2.16,,1909
MEMBER,UNI GY,-2.16,,2120
MEMBER,UNI GY,-2.16,,2126
MEMBER,UNI GY,-2.16,,2162
MEMBER,UNI GY,-2.16,,2163
MEMBER,UNI GY,-2.16,,2164
MEMBER,UNI GY,-2.16,,2165
MEMBER,UNI GY,-2.16,,2166
MEMBER,UNI GY,-2.16,,2167
MEMBER,UNI GY,-2.16,,2198
MEMBER,UNI GY,-2.16,,2199
MEMBER,UNI GY,-2.16,,2200
MEMBER,UNI GY,-2.16,,2201
MEMBER,UNI GY,-2.16,,2202
MEMBER,UNI GY,-2.16,,2203
MEMBER,UNI GY,-2.16,,2358
MEMBER,UNI GY,-2.16,,2359
MEMBER,UNI GY,-2.16,,2360
MEMBER,UNI GY,-2.16,,2361
MEMBER,UNI GY,-2.16,,2362
MEMBER,UNI GY,-2.16,,2363
MEMBER,UNI GY,-2.16,,2393
MEMBER,UNI GY,-2.16,,2394
MEMBER,UNI GY,-2.16,,2395
MEMBER,UNI GY,-2.16,,2396
MEMBER,UNI GY,-2.16,,2397
MEMBER,UNI GY,-2.16,,2398
MEMBER,UNI GY,-2.16,,2653
MEMBER,UNI GY,-2.16,,2654
MEMBER,UNI GY,-2.16,,2655
MEMBER,UNI GY,-2.16,,2656
MEMBER,UNI GY,-2.16,,2657
MEMBER,UNI GY,-2.16,,2677
MEMBER,UNI GY,-2.16,,2678
MEMBER,UNI GY,-2.16,,2679
MEMBER,UNI GY,-2.16,,2680
MEMBER,UNI GY,-2.16,,2681
MEMBER,UNI GY,-2.16,,2831
MEMBER,UNI GY,-2.16,,2832
MEMBER,UNI GY,-2.16,,2833
MEMBER,UNI GY,-2.16,,2834
MEMBER,UNI GY,-2.16,,2835
MEMBER,UNI GY,-2.16,,2855
MEMBER,UNI GY,-2.16,,2856
MEMBER,UNI GY,-2.16,,2857
MEMBER,UNI GY,-2.16,,2858
MEMBER,UNI GY,-2.16,,2859
MEMBER,UNI GY,-1.08,,622
MEMBER,UNI GY,-1.08,,623
MEMBER,UNI GY,-1.08,,624
MEMBER,UNI GY,-1.08,,625
MEMBER,UNI GY,-1.08,,626
MEMBER,UNI GY,-1.08,,627
MEMBER,UNI GY,-1.08,,628
MEMBER,UNI GY,-1.08,,629
MEMBER,UNI GY,-1.08,,630
MEMBER,UNI GY,-1.08,,631
MEMBER,UNI GY,-1.08,,632
MEMBER,UNI GY,-1.08,,633
MEMBER,UNI GY,-1.08,,634
MEMBER,UNI GY,-1.08,,635
MEMBER,UNI GY,-1.08,,636
MEMBER,UNI GY,-1.08,,637
MEMBER,UNI GY,-1.08,,638
MEMBER,UNI GY,-1.08,,639
MEMBER,UNI GY,-1.08,,640
MEMBER,UNI GY,-1.08,,641
MEMBER,UNI GY,-1.08,,642
MEMBER,UNI GY,-1.08,,643
MEMBER,UNI GY,-1.08,,644
MEMBER,UNI GY,-1.08,,755
MEMBER,UNI GY,-1.08,,756
MEMBER,UNI GY,-1.08,,757
MEMBER,UNI GY,-1.08,,758
MEMBER,UNI GY,-1.08,,759
MEMBER,UNI GY,-1.08,,760
MEMBER,UNI GY,-1.08,,761
MEMBER,UNI GY,-1.08,,762
MEMBER,UNI GY,-1.08,,763
MEMBER,UNI GY,-1.08,,764
MEMBER,UNI GY,-1.08,,765
MEMBER,UNI GY,-1.08,,766
MEMBER,UNI GY,-1.08,,767
MEMBER,UNI GY,-1.08,,768
MEMBER,UNI GY,-1.08,,769
MEMBER,UNI GY,-1.08,,770
MEMBER,UNI GY,-1.08,,771
MEMBER,UNI GY,-1.08,,772
MEMBER,UNI GY,-1.08,,773
MEMBER,UNI GY,-1.08,,774
MEMBER,UNI GY,-1.08,,775
MEMBER,UNI GY,-1.08,,776
MEMBER,UNI GY,-1.08,,777
MEMBER,UNI GY,-1.08,,2967
MEMBER,UNI GY,-1.08,,2968
MEMBER,UNI GY,-1.08,,2969
MEMBER,UNI GY,-1.08,,2970
MEMBER,UNI GY,-1.08,,2985
MEMBER,UNI GY,-1.08,,2986
MEMBER,UNI GY,-1.08,,2987
MEMBER,UNI GY,-1.08,,2988
MEMBER,UNI GX,-0.84,,105
MEMBER,UNI GX,-0.84,,108
MEMBER,UNI GX,-0.84,,123
MEMBER,UNI GX,-0.84,,126
MEMBER,UNI GX,-0.84,,143
MEMBER,UNI GX,-0.84,,146
MEMBER,UNI GX,-0.84,,161
MEMBER,UNI GX,-0.84,,164
MEMBER,UNI GX,-0.84,,209
MEMBER,UNI GX,-0.84,,212
MEMBER,UNI GX,-0.84,,227
MEMBER,UNI GX,-0.84,,230
MEMBER,UNI GX,-0.84,,247
MEMBER,UNI GX,-0.84,,250
MEMBER,UNI GX,-0.84,,265
MEMBER,UNI GX,-0.84,,268
MEMBER,UNI GX,-0.84,,313
MEMBER,UNI GX,-0.84,,314
MEMBER,UNI GX,-0.84,,319
MEMBER,UNI GX,-0.84,,320
MEMBER,UNI GX,-0.84,,321
MEMBER,UNI GX,-0.84,,322
MEMBER,UNI GX,-0.84,,327
MEMBER,UNI GX,-0.84,,328
MEMBER,UNI GX,-0.84,,382
MEMBER,UNI GX,-0.84,,383
MEMBER,UNI GX,-0.84,,388
MEMBER,UNI GX,-0.84,,389
MEMBER,UNI GX,-0.84,,392
MEMBER,UNI GX,-0.84,,393
MEMBER,UNI GX,-0.84,,398
MEMBER,UNI GX,-0.84,,399
MEMBER,UNI GX,-0.84,,5156
MEMBER,UNI GX,-0.84,,5157
MEMBER,UNI GX,-0.84,,5168
MEMBER,UNI GX,-0.84,,5169
MEMBER,UNI GX,-0.84,,5216
MEMBER,UNI GX,-0.84,,5217
MEMBER,UNI GX,-0.84,,5228
MEMBER,UNI GX,-0.84,,5229
MEMBER,UNI GX,-0.84,,5260
MEMBER,UNI GX,-0.84,,5261
MEMBER,UNI GX,-0.84,,5266
MEMBER,UNI GX,-0.84,,5267
MEMBER,UNI GX,-0.84,,5299
MEMBER,UNI GX,-0.84,,5300
MEMBER,UNI GX,-0.84,,5305
MEMBER,UNI GX,-0.84,,5306
MEMBER,UNI GX,-0.84,,7091
MEMBER,UNI GX,-0.84,,7092
MEMBER,UNI GX,-0.84,,7103
MEMBER,UNI GX,-0.84,,7104
MEMBER,UNI GX,-0.84,,7151
MEMBER,UNI GX,-0.84,,7152
MEMBER,UNI GX,-0.84,,7163
MEMBER,UNI GX,-0.84,,7164
MEMBER,UNI GX,-0.84,,7195
MEMBER,UNI GX,-0.84,,7196
MEMBER,UNI GX,-0.84,,7201
MEMBER,UNI GX,-0.84,,7202
MEMBER,UNI GX,-0.84,,7234
MEMBER,UNI GX,-0.84,,7235
MEMBER,UNI GX,-0.84,,7240
MEMBER,UNI GX,-0.84,,7241
MEMBER,UNI GX,-0.298,,179
MEMBER,UNI GX,-0.298,,180
MEMBER,UNI GX,-0.298,,185
MEMBER,UNI GX,-0.298,,186
MEMBER,UNI GX,-0.298,,187
MEMBER,UNI GX,-0.298,,188
MEMBER,UNI GX,-0.298,,193
MEMBER,UNI GX,-0.298,,194
MEMBER,UNI GX,-0.298,,231
MEMBER,UNI GX,-0.298,,232
MEMBER,UNI GX,-0.298,,237
MEMBER,UNI GX,-0.298,,238
MEMBER,UNI GX,-0.298,,239
MEMBER,UNI GX,-0.298,,240
MEMBER,UNI GX,-0.298,,245
MEMBER,UNI GX,-0.298,,246
MEMBER,UNI GX,-0.298,,283
MEMBER,UNI GX,-0.298,,284
MEMBER,UNI GX,-0.298,,289
MEMBER,UNI GX,-0.298,,290
MEMBER,UNI GX,-0.298,,291
MEMBER,UNI GX,-0.298,,292
MEMBER,UNI GX,-0.298,,297
MEMBER,UNI GX,-0.298,,298
MEMBER,UNI GX,-0.298,,343
MEMBER,UNI GX,-0.298,,344
MEMBER,UNI GX,-0.298,,349
MEMBER,UNI GX,-0.298,,350
MEMBER,UNI GX,-0.298,,351
MEMBER,UNI GX,-0.298,,352
MEMBER,UNI GX,-0.298,,357
MEMBER,UNI GX,-0.298,,358
MEMBER,UNI GX,-0.298,,3145
MEMBER,UNI GX,-0.298,,3146
MEMBER,UNI GX,-0.298,,3151
MEMBER,UNI GX,-0.298,,3152
MEMBER,UNI GX,-0.298,,3153
MEMBER,UNI GX,-0.298,,3154
MEMBER,UNI GX,-0.298,,3159
MEMBER,UNI GX,-0.298,,3160
MEMBER,UNI GX,-0.298,,7105
MEMBER,UNI GX,-0.298,,7106
MEMBER,UNI GX,-0.298,,7111
MEMBER,UNI GX,-0.298,,7112
MEMBER,UNI GX,-0.298,,7113
MEMBER,UNI GX,-0.298,,7114
MEMBER,UNI GX,-0.298,,7119
MEMBER,UNI GX,-0.298,,7120
MEMBER,UNI GX,-0.298,,7165
MEMBER,UNI GX,-0.298,,7166
MEMBER,UNI GX,-0.298,,7171
MEMBER,UNI GX,-0.298,,7172
MEMBER,UNI GX,-0.298,,7173
MEMBER,UNI GX,-0.298,,7174
MEMBER,UNI GX,-0.298,,7179
MEMBER,UNI GX,-0.298,,7180
MEMBER,UNI GX,-0.298,,7203
MEMBER,UNI GX,-0.298,,7204
MEMBER,UNI GX,-0.298,,7209
MEMBER,UNI GX,-0.298,,7210
MEMBER,UNI GX,-0.298,,7211
MEMBER,UNI GX,-0.298,,7212
MEMBER,UNI GX,-0.298,,7217
MEMBER,UNI GX,-0.298,,7218
MEMBER,UNI GY,3.5,,1860
MEMBER,UNI GY,3.5,,1861
MEMBER,UNI GY,3.5,,1862
MEMBER,UNI GY,3.5,,1863
MEMBER,UNI GY,3.5,,1864
MEMBER,UNI GY,3.5,,1865
MEMBER,UNI GY,3.5,,1866
MEMBER,UNI GY,3.5,,1867
MEMBER,UNI GY,3.5,,1902
MEMBER,UNI GY,3.5,,1903
MEMBER,UNI GY,3.5,,1904
MEMBER,UNI GY,3.5,,1905
MEMBER,UNI GY,3.5,,1906
MEMBER,UNI GY,3.5,,1907
MEMBER,UNI GY,3.5,,1908
MEMBER,UNI GY,3.5,,1909
MEMBER,UNI GY,3.5,,2120
MEMBER,UNI GY,3.5,,2126
MEMBER,UNI GY,3.5,,2162
MEMBER,UNI GY,3.5,,2163
MEMBER,UNI GY,3.5,,2164
MEMBER,UNI GY,3.5,,2165
MEMBER,UNI GY,3.5,,2166
MEMBER,UNI GY,3.5,,2167
MEMBER,UNI GY,3.5,,2198
MEMBER,UNI GY,3.5,,2199
MEMBER,UNI GY,3.5,,2200
MEMBER,UNI GY,3.5,,2201
MEMBER,UNI GY,3.5,,2202
MEMBER,UNI GY,3.5,,2203
MEMBER,UNI GY,3.5,,2358
MEMBER,UNI GY,3.5,,2359
MEMBER,UNI GY,3.5,,2360
MEMBER,UNI GY,3.5,,2361
MEMBER,UNI GY,3.5,,2362
MEMBER,UNI GY,3.5,,2363
MEMBER,UNI GY,3.5,,2393
MEMBER,UNI GY,3.5,,2394
MEMBER,UNI GY,3.5,,2395
MEMBER,UNI GY,3.5,,2396
MEMBER,UNI GY,3.5,,2397
MEMBER,UNI GY,3.5,,2398
MEMBER,UNI GY,3.5,,2653
MEMBER,UNI GY,3.5,,2654
MEMBER,UNI GY,3.5,,2655
MEMBER,UNI GY,3.5,,2656
MEMBER,UNI GY,3.5,,2657
MEMBER,UNI GY,3.5,,2677
MEMBER,UNI GY,3.5,,2678
MEMBER,UNI GY,3.5,,2679
MEMBER,UNI GY,3.5,,2680
MEMBER,UNI GY,3.5,,2681
MEMBER,UNI GY,3.5,,2831
MEMBER,UNI GY,3.5,,2832
MEMBER,UNI GY,3.5,,2833
MEMBER,UNI GY,3.5,,2834
MEMBER,UNI GY,3.5,,2835
MEMBER,UNI GY,3.5,,2855
MEMBER,UNI GY,3.5,,2856
MEMBER,UNI GY,3.5,,2857
MEMBER,UNI GY,3.5,,2858
MEMBER,UNI GY,3.5,,2859
MEMBER,UNI GY,1.75,,622
MEMBER,UNI GY,1.75,,623
MEMBER,UNI GY,1.75,,624
MEMBER,UNI GY,1.75,,625
MEMBER,UNI GY,1.75,,626
MEMBER,UNI GY,1.75,,627
MEMBER,UNI GY,1.75,,628
MEMBER,UNI GY,1.75,,629
MEMBER,UNI GY,1.75,,630
MEMBER,UNI GY,1.75,,631
MEMBER,UNI GY,1.75,,632
MEMBER,UNI GY,1.75,,633
MEMBER,UNI GY,1.75,,634
MEMBER,UNI GY,1.75,,635
MEMBER,UNI GY,1.75,,636
MEMBER,UNI GY,1.75,,637
MEMBER,UNI GY,1.75,,638
MEMBER,UNI GY,1.75,,639
MEMBER,UNI GY,1.75,,640
MEMBER,UNI GY,1.75,,641
MEMBER,UNI GY,1.75,,642
MEMBER,UNI GY,1.75,,643
MEMBER,UNI GY,1.75,,644
MEMBER,UNI GY,1.75,,755
MEMBER,UNI GY,1.75,,756
MEMBER,UNI GY,1.75,,757
MEMBER,UNI GY,1.75,,758
MEMBER,UNI GY,1.75,,759
MEMBER,UNI GY,1.75,,760
MEMBER,UNI GY,1.75,,761
MEMBER,UNI GY,1.75,,762
MEMBER,UNI GY,1.75,,763
MEMBER,UNI GY,1.75,,764
MEMBER,UNI GY,1.75,,765
MEMBER,UNI GY,1.75,,766
MEMBER,UNI GY,1.75,,767
MEMBER,UNI GY,1.75,,768
MEMBER,UNI GY,1.75,,769
MEMBER,UNI GY,1.75,,770
MEMBER,UNI GY,1.75,,771
MEMBER,UNI GY,1.75,,772
MEMBER,UNI GY,1.75,,773
MEMBER,UNI GY,1.75,,774
MEMBER,UNI GY,1.75,,775
MEMBER,UNI GY,1.75,,776
MEMBER,UNI GY,1.75,,777
MEMBER,UNI GY,1.75,,2967
MEMBER,UNI GY,1.75,,2968
MEMBER,UNI GY,1.75,,2969
MEMBER,UNI GY,1.75,,2970
MEMBER,UNI GY,1.75,,2985
MEMBER,UNI GY,1.75,,2986
MEMBER,UNI GY,1.75,,2987
MEMBER,UNI GY,1.75,,2988
MEMBER,UNI GY,1.35,,9315
MEMBER,UNI GY,1.35,,9316
MEMBER,UNI GY,1.35,,9317
MEMBER,UNI GY,1.35,,9318
MEMBER,UNI GY,1.35,,9319
MEMBER,UNI GY,1.35,,9320
MEMBER,UNI GY,1.35,,9321
MEMBER,UNI GY,1.35,,9322
MEMBER,UNI GY,1.35,,9357
MEMBER,UNI GY,1.35,,9358
MEMBER,UNI GY,1.35,,9359
MEMBER,UNI GY,1.35,,9360
MEMBER,UNI GY,1.35,,9361
MEMBER,UNI GY,1.35,,9362
MEMBER,UNI GY,1.35,,9363
MEMBER,UNI GY,1.35,,9364
MEMBER,UNI GY,1.35,,9421
MEMBER,UNI GY,1.35,,9427
MEMBER,UNI GY,1.35,,9442
MEMBER,UNI GY,1.35,,9443
MEMBER,UNI GY,1.35,,9444
MEMBER,UNI GY,1.35,,9445
MEMBER,UNI GY,1.35,,9446
MEMBER,UNI GY,1.35,,9447
MEMBER,UNI GY,1.35,,9478
MEMBER,UNI GY,1.35,,9479
MEMBER,UNI GY,1.35,,9480
MEMBER,UNI GY,1.35,,9481
MEMBER,UNI GY,1.35,,9482
MEMBER,UNI GY,1.35,,9483
MEMBER,UNI GY,1.35,,9540
MEMBER,UNI GY,1.35,,9541
MEMBER,UNI GY,1.35,,9542
MEMBER,UNI GY,1.35,,9543
MEMBER,UNI GY,1.35,,9544
MEMBER,UNI GY,1.35,,9545
MEMBER,UNI GY,1.35,,9575
MEMBER,UNI GY,1.35,,9576
MEMBER,UNI GY,1.35,,9577
MEMBER,UNI GY,1.35,,9578
MEMBER,UNI GY,1.35,,9579
MEMBER,UNI GY,1.35,,9580
MEMBER,UNI GY,1.35,,9625
MEMBER,UNI GY,1.35,,9626
MEMBER,UNI GY,1.35,,9627
MEMBER,UNI GY,1.35,,9628
MEMBER,UNI GY,1.35,,9629
MEMBER,UNI GY,1.35,,9649
MEMBER,UNI GY,1.35,,9650
MEMBER,UNI GY,1.35,,9651
MEMBER,UNI GY,1.35,,9652
MEMBER,UNI GY,1.35,,9653
MEMBER,UNI GY,1.35,,9684
MEMBER,UNI GY,1.35,,9685
MEMBER,UNI GY,1.35,,9686
MEMBER,UNI GY,1.35,,9687
MEMBER,UNI GY,1.35,,9688
MEMBER,UNI GY,1.35,,9708
MEMBER,UNI GY,1.35,,9709
MEMBER,UNI GY,1.35,,9710
MEMBER,UNI GY,1.35,,9711
MEMBER,UNI GY,1.35,,9712
MEMBER,UNI GY,0.67,,7683
MEMBER,UNI GY,0.67,,7684
MEMBER,UNI GY,0.67,,7685
MEMBER,UNI GY,0.67,,7686
MEMBER,UNI GY,0.67,,7687
MEMBER,UNI GY,0.67,,7688
MEMBER,UNI GY,0.67,,7689
MEMBER,UNI GY,0.67,,7690
MEMBER,UNI GY,0.67,,7691
MEMBER,UNI GY,0.67,,7692
MEMBER,UNI GY,0.67,,7693
MEMBER,UNI GY,0.67,,7694
MEMBER,UNI GY,0.67,,7695
MEMBER,UNI GY,0.67,,7756
MEMBER,UNI GY,0.67,,7757
MEMBER,UNI GY,0.67,,7758
MEMBER,UNI GY,0.67,,7759
MEMBER,UNI GY,0.67,,7760
MEMBER,UNI GY,0.67,,7761
MEMBER,UNI GY,0.67,,7762
MEMBER,UNI GY,0.67,,7763
MEMBER,UNI GY,0.67,,7764
MEMBER,UNI GY,0.67,,7765
MEMBER,UNI GY,0.67,,7766
MEMBER,UNI GY,0.67,,7767
MEMBER,UNI GY,0.67,,7768
MEMBER,UNI GY,0.67,,8982
MEMBER,UNI GY,0.67,,8983
MEMBER,UNI GY,0.67,,8984
MEMBER,UNI GY,0.67,,8985
MEMBER,UNI GY,0.67,,8986
MEMBER,UNI GY,0.67,,8987
MEMBER,UNI GY,0.67,,8988
MEMBER,UNI GY,0.67,,8989
MEMBER,UNI GY,0.67,,8990
MEMBER,UNI GY,0.67,,8991
MEMBER,UNI GY,0.67,,9042
MEMBER,UNI GY,0.67,,9043
MEMBER,UNI GY,0.67,,9044
MEMBER,UNI GY,0.67,,9045
MEMBER,UNI GY,0.67,,9046
MEMBER,UNI GY,0.67,,9047
MEMBER,UNI GY,0.67,,9048
MEMBER,UNI GY,0.67,,9049
MEMBER,UNI GY,0.67,,9050
MEMBER,UNI GY,0.67,,9051
MEMBER,UNI GY,0.67,,9743
MEMBER,UNI GY,0.67,,9744
MEMBER,UNI GY,0.67,,9745
MEMBER,UNI GY,0.67,,9746
MEMBER,UNI GY,0.67,,9761
MEMBER,UNI GY,0.67,,9762
MEMBER,UNI GY,0.67,,9763
MEMBER,UNI GY,0.67,,9764
MEMBER,UNI GX,2.16,,1927
MEMBER,UNI GX,2.16,,1929
MEMBER,UNI GX,2.16,,1931
MEMBER,UNI GX,2.16,,1933
MEMBER,UNI GX,2.16,,1935
MEMBER,UNI GX,2.16,,1937
MEMBER,UNI GX,2.16,,2221
MEMBER,UNI GX,2.16,,2223
